tag,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,fold,accuracy,precision,recall,F1,auroc,prauc
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=0.5,1000,0.5,20,0.5,0.5,5,0.7323402210475732,0.7334585554731142,0.7323402210475732,0.7325086785654779,0.9147118983810022,0.7989338919094805
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.5,20,0.5,1.0,1,0.9159462055715658,0.9157425369946267,0.9159462055715658,0.9158081900679906,0.9886874943821005,0.9706929150943175
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.5,20,0.5,1.0,2,0.9125840537944284,0.9127965412065073,0.9125840537944284,0.9126817716542184,0.9875074060523346,0.9672222614447958
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.5,20,0.5,1.0,3,0.9125840537944284,0.9128534187882686,0.9125840537944284,0.912696450167243,0.988847282774729,0.9706649882017562
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.5,20,0.5,1.0,4,0.9082612872238233,0.9089431824916046,0.9082612872238233,0.9084130220358068,0.9858213517432056,0.9621115494701079
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=0.5 | colsample_bytree=1,1000,0.5,20,0.5,1.0,5,0.8976453628063431,0.8976908265592315,0.8976453628063431,0.8976544174375688,0.9855823066529277,0.9594933146954796
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.5,20,1.0,0.5,1,0.7680115273775217,0.7667731145887947,0.7680115273775217,0.7672324243919828,0.9337159002242783,0.8465549767245832
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.5,20,1.0,0.5,2,0.7622478386167147,0.7623614714326771,0.7622478386167147,0.7622601585234217,0.9307864974152488,0.8404470691551086
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.5,20,1.0,0.5,3,0.7732949087415946,0.7709509187259667,0.7732949087415946,0.7716898177840672,0.9293936887327817,0.8339217142375771
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.5,20,1.0,0.5,4,0.7636887608069164,0.7654738436594751,0.7636887608069164,0.7644215543339282,0.9305729650200539,0.8303169274809987
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=0.5,1000,0.5,20,1.0,0.5,5,0.746756367131187,0.7478459637639696,0.746756367131187,0.7471410999101367,0.9227079503333886,0.8144053496440462
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.5,20,1.0,1.0,1,0.9178674351585014,0.9179447621570128,0.9178674351585014,0.917822383965917,0.9905359275211276,0.9743886290619808
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.5,20,1.0,1.0,2,0.9178674351585014,0.9179981283837197,0.9178674351585014,0.9179210358480869,0.9889734976034121,0.9686227345338358
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.5,20,1.0,1.0,3,0.9178674351585014,0.9181805069166707,0.9178674351585014,0.9179961067434603,0.9894272417116605,0.9721121034073068
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.5,20,1.0,1.0,4,0.9106628242074928,0.910985037500557,0.9106628242074928,0.9106634555622714,0.9875776670227243,0.9654976724480271
n_estimators=1000 | learning_rate=0.5 | max_depth=20 | subsample=1 | colsample_bytree=1,1000,0.5,20,1.0,1.0,5,0.8981259010091303,0.8978327835153864,0.8981259010091303,0.8979026152813793,0.9869597775367339,0.9624943138025105
